,111,211,CH3CCH,CH3CCH*,CH3CCH2*,CH3CCH3*,CH3CH2C*,CH3CH2CH*,CH3CH2CH2*,CH3CH2CH3,CH3CH2CH3*,CH3CHC*,CH3CHCH*,CH3CHCH2,CH3CHCH2*,CH3CHCH3*,CH3CC*,CH3CCH*,CH3CCH2*,CH3CCH3*,CH3CH2C*,CH3CH2CH*,CH3CH2CH2*,CH3CH2CH3*,CH3CHC*,CH3CHCH*,CH3CHCH2*,CH3CHCH3,CH3CHCH3*,H*,X,r,E,M,rou,Er,Ea
98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.19,0.62
99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.35,0.64
100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.24,0.68
101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.07,0.69
102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.06,0.7
103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.23,0.7
104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.15,0.72
105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.03,0.73
106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.06,0.76
107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.14,0.76
108,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.21,0.76
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.01,0.77
110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.07,0.77
111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.34,0.8
112,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.04,0.8
113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.05,0.82
114,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.06,0.83
115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.04,0.84
116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.07,0.84
117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.09,0.85
118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.16,0.88
119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.22,0.9
120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.2,0.93
121,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,-0.02,0.93
122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.0,0.94
123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.22,1.0
124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.31,1.03
125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.26,1.04
126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.44,1.25
127,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.41,1.32
128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.75,1.38
129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.56,1.39
130,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.58,1.5
135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.75,1.38
136,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.56,1.39
137,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.41,1.32
138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5623069573111632,0.659009531040133,1.1230179603209869,1.052211732585053,1.0443603937641206,0.58,1.5
139,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,-0.47,0.51
140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.01,0.87
141,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,-0.03,0.87
142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.05,0.9
143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.03,0.96
144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.1,0.98
145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.18,1.06
146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.37,1.17
147,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.55,1.2
148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.58,1.27
149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.43,1.28
150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.48,1.3
151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11831248145414741,0.2734665400914812,0.1544979404496433,-0.6472267059604776,-0.768102371685051,0.49,1.38
156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.55,0.04
157,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.96,0.09
158,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.4,0.35
159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.12,0.39
160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.14,0.42
161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.22,0.5
162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.14,0.53
163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.15,0.81
164,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.07,0.81
165,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,0.26,0.87
166,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,-0.11,0.87
167,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,0.65,1.13
168,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.11831248145414741,-0.1120764508571706,0.6827815876521943,0.9592467379206514,1.2596263849945633,0.56,1.15
173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.51,0.26
174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.73,0.3
175,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.1,0.59
176,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.42,0.63
177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.02,0.66
178,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.1,0.8
179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,-0.14,0.82
180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.17,0.87
181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.01,0.89
182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.3,1.07
183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.41,1.09
184,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.75,1.26
185,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.4911674935275439,-2.2325629010747554,-0.8286966251773267,-1.5621172616990089,-1.367387515128372,0.79,1.26
190,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,-0.56,0.03
191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,-0.2,0.46
192,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,-0.14,0.48
193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.07,0.5
194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,-0.18,0.5
195,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.02,0.62
196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.2,0.62
197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.3,0.72
198,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.09,0.8
199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.05,0.82
200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.43,1.02
201,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.35,1.03
202,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.11831248145414741,0.0806950446171553,1.269763417877251,0.9973911377932616,1.230796118311915,0.39,1.07
